ListingID,SellerCity,SellerState,SellerZip,SellerListSrc,SellerRating,VehBodystyle,VehCertified,VehColorExt,VehColorInt,VehDriveTrain,VehEngine,VehFuel,VehHistory,VehListdays,VehMake,VehMileage,VehModel,VehPriceLabel,VehType,VehTransmission,VehYear,Vehicle_Trim,Dealer_Listing_Price
6302368,Edinboro,PA,16412,Digital Motorworks (DMi),4.7,SUV,FALSE,Silver,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",128.953669,Jeep,37416,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Laredo,27899
6303461,Carrollton,TX,75006,Digital Motorworks (DMi),4.5,SUV,FALSE,Dark Granite Metallic,,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Accident(s) Reported, Non-Personal Use Reported, Buyback Protection Eligible",13.43207176,Cadillac,24497,XT5,Good Deal,Used,8-Speed Automatic,2017,Luxury,31000
6305192,Wabash,IN,46992,Digital Motorworks (DMi),4.9,SUV,FALSE,Black Forest Green Pearlcoat,Light Frost Beige / Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",179.4816898,Jeep,43964,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,24959
6305417,Fort Wayne,IN,46805,Digital Motorworks (DMi),4.8,SUV,FALSE,Black,Tan,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"2 Owners, Buyback Protection Eligible",45.83491898,Jeep,41033,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,25659
6306325,Eau Claire,WI,54701,Jeep Certified Program,5,SUV,TRUE,Brown,Light Frost,,,Gasoline,"1 Owner, Buyback Protection Eligible",5.968680556,Jeep,22964,Grand Cherokee,Good Deal,Used,Automatic,2017,,32999
6306791,Racine,WI,53406,Jeep Certified Program,4.8,SUV,TRUE,Bright White Clearcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",25.94884259,Jeep,17464,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Summit,40845
6307127,Rockville,MD,20852,Jeep Certified Program,4.6,SUV,TRUE,Brown,,,,Gasoline,"1 Owner, Buyback Protection Eligible",58.97355324,Jeep,10273,Grand Cherokee,Fair Price,Used,Automatic,2017,,36997
6307537,Downers Grove,IL,60515,HomeNet Automotive,4.7,SUV,FALSE,Diamond Black Crystal Pearlcoat,Light Frost/Brown,4WD,Regular Unleaded V-8 5.7 L/345,Gasoline,"1 Owner, Buyback Protection Eligible",26.65530093,Jeep,19161,Grand Cherokee,Fair Price,Used,8-Speed Automatic w/OD,2017,Overland,36935
6308782,Medina,NY,14103,Digital Motorworks (DMi),4.7,SUV,FALSE,Radiant Silver Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",5.917662037,Cadillac,19019,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,38815
6311846,Plainwell,MI,49080,Inventory Command Center,3.9,SUV,FALSE,,Black,4X4,6 Cylinder,Gasoline,"1 Owner, Buyback Protection Eligible",130.062338,Jeep,35932,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Limited,26000
6313936,Morton,IL,61550,Inventory Command Center,5,SUV,FALSE,Bright White Clearcoat,Black,4WD,3.6L V6 24V VVT,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",152.6812153,Jeep,11326,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Summit,40200
6314298,Hudson,WI,54016,Digital Motorworks (DMi),4.8,SUV,FALSE,Silver,,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",5.481180556,Jeep,18594,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Limited,33989
6314643,Ransomville,NY,14131,Digital Motorworks (DMi),5,SUV,FALSE,White,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"0 Owners, Buyback Protection Eligible",110.3925,Cadillac,14535,XT5,Good Deal,Used,8-Speed Automatic,2018,Luxury,37814
6316158,Cockeysville,MD,21030,Digital Motorworks (DMi),0,SUV,FALSE,Crystal White,Shara Beige,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",108.4191088,Cadillac,5404,XT5,Good Deal,Used,8-Speed Automatic,2018,Luxury,44434
6317978,Harvey,LA,70058,Digital Motorworks (DMi),4.8,SUV,FALSE,Blue Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Accident(s) Reported, Non-Personal Use Reported, Buyback Protection Eligible",42.42672454,Cadillac,11,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,38581
6319552,Kenosha,WI,53142,Digital Motorworks (DMi),2,SUV,FALSE,Black,Black,4WD,3.6L V6 24V MPFI DOHC Flexible Fuel,E85 Flex Fuel,"1 Owner, Buyback Protection Eligible",11.8455787,Jeep,38587,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2015,Laredo,21998
6322135,Chillicothe,MO,64601,Jeep Certified Program,4.8,SUV,TRUE,Velvet Red Pearlcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",88.31082176,Jeep,13981,Grand Cherokee,Great Deal,Used,8-Speed Automatic w/OD,2018,Laredo E,29973
6322568,Mobile,AL,36606,Digital Motorworks (DMi),0,SUV,FALSE,Black,Black,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",73.78556713,Cadillac,12309,XT5,Fair Price,Used,8-Speed Automatic,2018,Premium Luxury,40998
6326181,Sterling,VA,20166,Inventory Command Center,4.5,SUV,FALSE,Granite Crystal Metallic Clearcoat,Ruby Red/Black,4WD,8 Cylinder Engine 5.7L,Gasoline,,1.294953704,Jeep,34359,Grand Cherokee,,Used,AUTOMATIC,2017,Trailhawk,34250
6328149,Sheffield Village,OH,44035,Inventory Command Center,4.6,SUV,FALSE,Granite Crystal Metallic Clearcoat,Black,4WD,3.6L V6 24V VVT,Gasoline,"1 Owner, Buyback Protection Eligible",54.15020833,Jeep,26231,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2016,Laredo,22990
6329794,Bradenton,FL,34207,HomeNet Automotive,4.9,SUV,TRUE,Dark Granite Metallic,Jet Black,FWD,Gas V6 3.6L/222.6,Gasoline,"1 Owner, Buyback Protection Eligible",11.57054398,Cadillac,14738,XT5,Great Deal,Used,8-Speed Automatic,2017,Premium Luxury FWD,38988
6337158,Pikeville,KY,41501,Digital Motorworks (DMi),4.3,SUV,FALSE,Black,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",103.3820949,Cadillac,16503,XT5,Great Deal,Used,8-Speed Automatic,2017,Premium Luxury,36693
6337595,Louisville,KY,40299,Cadillac Certified Program,4.8,SUV,TRUE,Red,,,,Gasoline,"1 Owner, Buyback Protection Eligible",4.629814815,Cadillac,9321,XT5,Good Deal,Used,,2018,,39991
6338907,Sidney,OH,45365,My Dealer Center,4.6,SUV,FALSE,Velvet Red,Black,4X4,3.6L V6 Cylinder Engine,Gasoline,"2 Owners, Buyback Protection Eligible",103.8923611,Jeep,25900,Grand Cherokee,Good Deal,Used,,2017,Overland,33940
6339214,Asheboro,NC,27203,Digital Motorworks (DMi),4.6,SUV,FALSE,Radiant Silver Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"2 Owners, Non-Personal Use Reported, Buyback Protection Eligible",616.436875,Cadillac,13268,XT5,Good Deal,Used,8-Speed Automatic,2017,Luxury,36995
6339631,Fort Wayne,IN,46808,Inventory Command Center,0,SUV,FALSE,Red,Cirrus,FWD,3.6L V6 DI VVT,Gasoline,"1 Owner, Buyback Protection Eligible",39.7153588,Cadillac,28974,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,33600
6341491,Peoria,IL,61615,Digital Motorworks (DMi),5,SUV,FALSE,Black,Sepia / Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Accident(s) Reported, Buyback Protection Eligible",27.48033565,Jeep,24648,Grand Cherokee,Fair Price,Used,8-Speed Automatic,2018,Summit,37801
6342962,Syracuse,NY,13202,HomeNet Automotive,3.8,SUV,FALSE,Granite Crystal Metallic Clearcoat,Light Frost/Brown,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Buyback Protection Eligible",13.45831019,Jeep,40277,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2015,Overland,29560
6343608,Nashville,TN,37204,Digital Motorworks (DMi),4.6,SUV,FALSE,Silver,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",1.956921296,Jeep,47415,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Limited,24500
6343695,Fort Myers,FL,33907,HomeNet Automotive,4.9,SUV,TRUE,Red Passion Tintcoat,Sahara Beige,FWD,Gas V6 3.6L/222.6,Gasoline,"1 Owner, Buyback Protection Eligible",33.12327546,Cadillac,6855,XT5,Fair Price,Used,8-Speed Automatic,2018,Luxury,42995
6345540,Brooklyn Park,MN,55428,Digital Motorworks (DMi),4,SUV,FALSE,Black,Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",8.785405093,Cadillac,22605,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,37998
6347025,Pittsburgh,PA,15219,Digital Motorworks (DMi),4.6,SUV,FALSE,Brown,Brown,4WD,5.7L V8 16V MPFI OHV,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",8.984363426,Jeep,20207,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2016,Overland,34600
6347643,Orlando,FL,32804,Digital Motorworks (DMi),4.2,SUV,TRUE,Crystal White Tri-Coat,Shara Beige,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",11.92134259,Cadillac,25594,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,36981
6349660,Port Richey,FL,34668,HomeNet Automotive,4.6,SUV,TRUE,Deep Amethyst Metallic,Sahara Beige,FWD,Gas V6 3.6L/222.6,Gasoline,"1 Owner, Buyback Protection Eligible",64.9562963,Cadillac,14017,XT5,Great Deal,Used,8-Speed Automatic,2017,FWD,29987
6350252,Livonia,MI,48150,Digital Motorworks (DMi),4.7,SUV,FALSE,Diamond Black,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",7.941967593,Jeep,24150,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Laredo,26703
6350774,Brunswick,OH,44212,Inventory Command Center,3.8,SUV,FALSE,Billet Silver Metallic Clearcoat,Black,4WD,V6 Cylinder Engine 3.6L,Gasoline,"1 Owner, Buyback Protection Eligible",71.30704861,Jeep,38302,Grand Cherokee,Good Deal,Used,AUTOMATIC,2017,Limited,29987
6352094,St. Louis,MO,63112,HomeNet Automotive,5,SUV,FALSE,Velvet Red Pearlcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",29.90578704,Jeep,17633,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2017,Limited,30570
6353070,Alliance,OH,44601,HomeNet Automotive,4.9,SUV,FALSE,Granite Crystal Metallic Clearcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Buyback Protection Eligible",17.53978009,Jeep,29698,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2016,Limited,27250
6353684,Vestavia Hills,AL,35216,Digital Motorworks (DMi),0,SUV,FALSE,Dark Granite Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"0 Owners, Buyback Protection Eligible",42.67108796,Cadillac,18864,XT5,Good Deal,Used,8-Speed Automatic,2018,Luxury,36659
6353971,Post Falls,ID,83854,Digital Motorworks (DMi),4.1,SUV,FALSE,Crystal White Tri-Coat,Shara Beige,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Title Issue(s) Reported",30.87513889,Cadillac,5422,XT5,Good Deal,Used,8-Speed Automatic,2018,Base,28199
6357791,Laurel,MD,20723,Inventory Command Center,3.1,SUV,FALSE,Billet Silver Metallic Clearcoat,black,4WD,3.6L V6 24V VVT,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",189.5521065,Jeep,33212,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Laredo,22488
6357869,Mayfield,OH,44143,Digital Motorworks (DMi),4.2,SUV,FALSE,Bright White Clearcoat,Light Frost / Brown,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",8.491134259,Jeep,22964,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2016,Limited,28381
6362157,Johnson City,TN,37601,Jeep Certified Program,4.6,SUV,TRUE,Redline 2 Coat Pearl,Ruby Red/Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Buyback Protection Eligible",26.04450231,Jeep,6744,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2018,Trailhawk,36950
6363609,Ashland,KY,41101,Digital Motorworks (DMi),4.8,SUV,FALSE,Maximum Steel Metallic,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"2 Owners, Non-Personal Use Reported, Buyback Protection Eligible",133.9488079,Jeep,42089,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2016,Laredo,19997
6364379,Berwick,PA,18603,Digital Motorworks (DMi),4.9,SUV,FALSE,Diamond Black,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",55.00168981,Jeep,37935,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Limited,27190
6366110,Washington DC,VA,22015,Digital Motorworks (DMi),4.9,SUV,FALSE,Silver Coast Metallic,Shara Beige,FWD,3.6L V6 24V GDI DOHC,Gasoline,"2 Owners, Buyback Protection Eligible",38.67604167,Cadillac,37637,XT5,Good Deal,Used,8-Speed Automatic,2017,Base,26999
6366183,Clinton,IL,61727,Digital Motorworks (DMi),4.8,SUV,FALSE,Granite,,4WD,5.7L V8 16V MPFI OHV,Gasoline,"1 Owner, Buyback Protection Eligible",118.5030903,Jeep,13347,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Limited,30200
6366915,Elkhart,IN,46517,Digital Motorworks (DMi),4.9,SUV,FALSE,Black,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",12.94768519,Jeep,32564,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Limited,29990
6367599,Kalamazoo,MI,49048,Inventory Command Center,5,SUV,FALSE,Billet Silver Metallic Clearcoat,Black,Four Wheel Drive,3.6 L,Gasoline,"2 Owners, Accident(s) Reported, Non-Personal Use Reported, Buyback Protection Eligible",12.50636574,Jeep,48888,Grand Cherokee,Good Deal,Used,Automatic,2015,Altitude,26985
6374721,Chicago,IL,60606,HomeNet Automotive,4,SUV,FALSE,Brilliant Black Crystal Pearlcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",67.6971412,Jeep,28801,Grand Cherokee,Great Deal,Used,8-Speed Automatic w/OD,2015,Laredo,22570
6377789,Painesville,OH,44077,Digital Motorworks (DMi),4.8,SUV,FALSE,,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",3.494293981,Jeep,46436,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,23750
6377958,Sterling,VA,20165,Digital Motorworks (DMi),2,SUV,FALSE,Brown,Tan,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",5.840833333,Jeep,1999,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Limited,33998
6378013,Amherst,VA,24521,Digital Motorworks (DMi),5,SUV,FALSE,Walnut Brown,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",74.95655093,Jeep,49166,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2017,Limited,25750
6379671,Monroe,MI,48161,Jeep Certified Program,4.9,SUV,TRUE,Bright White Clearcoat,Light Frost / Brown,,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",49.98236111,Jeep,45430,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2016,Limited,26989
6379896,Oxford,PA,19363,Inventory Command Center,4.9,SUV,FALSE,Bright White Clearcoat,Black,4WD,5.7L V8 HEMI,Gasoline,"1 Owner, Buyback Protection Eligible",76.66628472,Jeep,3677,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Trailhawk,36990
6380256,Duluth,GA,30096,HomeNet Automotive,4.8,SUV,FALSE,Crystal White Tricoat,Jet Black,FWD,Gas V6 3.6L/222,Gasoline,"1 Owner, Buyback Protection Eligible",46.92123843,Cadillac,3016,XT5,Good Deal,Used,8-Speed Automatic,2019,Luxury,44998
6381396,Jasper,GA,30143,Inventory Command Center,4.9,SUV,FALSE,Billet Silver Metallic Clearcoat,Black,4WD,3.6L V6,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",124.6653125,Jeep,33639,Grand Cherokee,Good Deal,Used,8-Speed A/T,2018,Limited,31500
6381804,Omaha,NE,68022,Digital Motorworks (DMi),4.8,SUV,FALSE,Dark Adriatic Blue Metallic,Cirrus,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",49.22243056,Cadillac,49136,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,32199
6383246,London,OH,43140,Digital Motorworks (DMi),4.2,SUV,FALSE,Black,,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",11.77868056,Cadillac,8673,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,40995
6384018,Fishers,IN,46038,Digital Motorworks (DMi),3.9,SUV,TRUE,Bronze Dune Metallic,Shara Beige,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",85.9069213,Cadillac,3515,XT5,Good Deal,Used,8-Speed Automatic,2018,Luxury,39876
6384266,Atlanta,GA,30303,HomeNet Automotive,4.3,SUV,FALSE,Granite Crystal Metallic Clearcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",35.65648148,Jeep,37151,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2015,Overland,28130
6384759,Arlington Heights,IL,60004,Inventory Command Center,3.6,SUV,FALSE,Black,Black,4WD,6 Cylinder,Gasoline,"1 Owner, Buyback Protection Eligible",14.11918981,Jeep,43472,Grand Cherokee,Good Deal,Used,8-Speed Shiftable Automatic,2015,Overland,26823
6387404,El Paso,TX,79936,Digital Motorworks (DMi),0,SUV,FALSE,Silver,Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"2 Owners, Accident(s) Reported, Non-Personal Use Reported, Buyback Protection Eligible",27.78195602,Cadillac,26332,XT5,Great Deal,Used,8-Speed Automatic,2017,Luxury,32998
6389393,Fredonia,NY,14063,Digital Motorworks (DMi),5,SUV,FALSE,Dark Red,,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",20.93819444,Jeep,35075,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Limited,29900
6389725,Fowlerville,MI,48836,Digital Motorworks (DMi),4.7,SUV,FALSE,Bright White Clearcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Accident(s) Reported, Buyback Protection Eligible",3.965300926,Jeep,13050,Grand Cherokee,Fair Price,Used,8-Speed Automatic,2017,Limited,31495
6392326,Smithfield,NC,27577,Cadillac Certified Program,5,SUV,TRUE,Silver,,,,Gasoline,"1 Owner, Buyback Protection Eligible",47.91734954,Cadillac,8518,XT5,Great Deal,Used,,2017,,34997
6393544,North Pekin,IL,61554,HomeNet Automotive,4.8,SUV,FALSE,True Blue Pearlcoat,Ski Gray/Indigo,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Buyback Protection Eligible",104.9814583,Jeep,14446,Grand Cherokee,Fair Price,Used,8-Speed Automatic w/OD,2018,Summit,46340
6395803,Maysville,KY,41056,Digital Motorworks (DMi),5,SUV,FALSE,Velvet Red Pearlcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",145.7298843,Jeep,15758,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Limited,31900
6398094,Cadillac,MI,49601,Digital Motorworks (DMi),5,SUV,FALSE,True Blue Pearlcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",21.47945602,Jeep,45746,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,23900
6400857,Chicago,IL,60603,Digital Motorworks (DMi),4.6,SUV,FALSE,Dark Blue,Sport,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",15.98518519,Jeep,49973,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,23300
6401986,Brownsville,TX,78520,Cadillac Certified Program,4.3,SUV,TRUE,,,,,Gasoline,"1 Owner, Buyback Protection Eligible",11.91730324,Cadillac,46598,XT5,Good Deal,Used,,2017,,28696
6402395,Waterloo,IA,50702,HomeNet Automotive,4.2,SUV,FALSE,Diamond Black Crystal Pearlcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Buyback Protection Eligible",5.624826389,Jeep,9369,Grand Cherokee,Great Deal,Used,8-Speed Automatic w/OD,2018,Limited,33778
6404077,Bristol,TN,37620,Inventory Command Center,5,SUV,TRUE,Crystal White Tricoat,Maple Sugar,AWD,6 Cylinder,Gasoline,"1 Owner, Buyback Protection Eligible",16.02731481,Cadillac,11525,XT5,Fair Price,Used,8-Speed Shiftable Automatic,2018,Platinum,52729
6405322,El Paso,TX,79925,Digital Motorworks (DMi),4.7,SUV,FALSE,Red,,AWD,3.6L V6 24V GDI DOHC,Gasoline,,1.937731481,Cadillac,12908,XT5,,Used,8-Speed Automatic,2017,Luxury,38995
6407176,Mount Horeb,WI,53572,Inventory Command Center,4.8,SUV,FALSE,Red,Sahara Beige,AWD,6 Cylinder,Gasoline,"1 Owner, Buyback Protection Eligible",24.06197917,Cadillac,9442,XT5,Good Deal,Used,Not Specified,2019,Luxury,46329
6410663,Excelsior Springs,MO,64024,Digital Motorworks (DMi),5,SUV,FALSE,Billet Silver Metallic Clearcoat,Black,4WD,3.0L V6 24V DDI DOHC Turbo Diesel,Diesel,"1 Owner, Buyback Protection Eligible",27.47946759,Jeep,48648,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,25995
6410752,Chambersburg,PA,17201,Digital Motorworks (DMi),5,SUV,FALSE,Black,Black,4WD,3.6L V6 24V MPFI DOHC Flexible Fuel,E85 Flex Fuel,"1 Owner, Buyback Protection Eligible",47.97862269,Jeep,45357,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2015,Laredo,21995
6416095,Lexington,NE,68850,Inventory Command Center,4.5,SUV,FALSE,Red Passion Tintcoat,Jet Black w/Full Leather Seats w/Mini Perforated I,AWD,3.6L V6,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",324.6959838,Cadillac,16001,XT5,Good Deal,Used,Automatic 8-Speed,2017,Luxury,36995
6423498,Woods Cross,UT,84087,Digital Motorworks (DMi),4,SUV,FALSE,Radiant Silver Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"2 Owners, Accident(s) Reported, Title Issue(s) Reported",10.92431713,Cadillac,25803,XT5,Good Deal,Used,8-Speed Automatic,2017,Luxury,28499
6423537,Wolcott,NY,14590,Digital Motorworks (DMi),3.6,SUV,FALSE,Granite Crystal Clearcoat Metallic,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",118.0060764,Jeep,16193,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Limited,31995
6424520,Kenosha,WI,53142,Digital Motorworks (DMi),4.9,SUV,FALSE,Billet Silver Metallic Clearcoat,Black,4WD,3.6L V6 24V MPFI DOHC Flexible Fuel,E85 Flex Fuel,"3 Owners, Buyback Protection Eligible",4.952789352,Jeep,40768,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Altitude,26998
6424615,Morton,IL,61550,Digital Motorworks (DMi),4.7,SUV,FALSE,Bright White Clearcoat,Light Frost,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",74.46377315,Jeep,47114,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2015,Limited,23988
6428794,Waukesha,WI,53186,Digital Motorworks (DMi),4,SUV,TRUE,Crystal White,Jet Black,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",32.91384259,Cadillac,5183,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,40890
6433095,Venice,FL,34293,Cadillac Certified Program,5,SUV,TRUE,Silver,,FRONT-WHEEL DRIVE,"Engine, 3.6L V6, DI, VVT, with Automatic Stop/Start (310 hp [231",Gasoline,"1 Owner, Buyback Protection Eligible",30.92363426,Cadillac,31477,XT5,Good Deal,Used,8-SPEED A/T,2017,,36995
6436190,Alliance,OH,44601,HomeNet Automotive,4.9,SUV,FALSE,Bright White Clearcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",15.7978125,Jeep,30298,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2015,Altitude,27000
6437240,Franklin,IN,46131,Jeep Certified Program,3,SUV,TRUE,White,,,,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",2.961828704,Jeep,21558,Grand Cherokee,Fair Price,Used,Automatic,2018,,42880
6438414,Merrillville,IN,46410,Digital Motorworks (DMi),3,SUV,FALSE,White,Brown,,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",16.84722222,Jeep,34436,Grand Cherokee,Fair Price,Used,8-Speed Automatic,2016,Summit,34998
6441959,SPENCERPORT,NY,14559,Inventory Command Center,4.8,SUV,FALSE,Brilliant Black Crystal Pearlcoat,black,4WD,3.6L V6 24V VVT,Gasoline,"2 Owners, Non-Personal Use Reported, Buyback Protection Eligible",69.71056713,Jeep,30682,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Laredo,24480
6448909,Hoffman Estates,IL,60169,HomeNet Automotive,4.8,SUV,FALSE,Brilliant Black Crystal Pearlcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",7.0075,Jeep,21569,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2015,Overland,30577
